ad_id,recommendation,platform,brand,category,ad_type,target_audience,creative_theme,status,start_date,days_running,spend,revenue,roas,impressions,clicks,ctr,conversions,cpc,cpa,creative_score,landing_page_score,frequency,video_completion_rate
AD-0757,ENDED_WIN,YouTube,Man Matters,Hair Care,Carousel,F 18-24,Testimonial,Completed,2025-05-13,56,82019.59,7580899.42,92.43,2874214,172749,6.01,5389,0.47,15.22,6.05,1.72,5.4,
AD-0758,SCALE,YouTube,Be Bodywise,Skin Care,Video,M 35-44,Lifestyle,Active,2025-02-05,82,106126.13,2491733.69,23.48,3100938,169948,5.48,2051,0.62,51.74,3.05,9.45,3.21,63.37
AD-0759,ENDED_WIN,YouTube,Little Joys,Weight Management,Reel,M 18-24,Infographic,Completed,2025-03-11,72,196538.05,4660220.17,23.71,4045331,37438,0.93,2859,5.25,68.74,4.52,3.53,7.72,84.61
AD-0760,ENDED_WIN,Instagram,Man Matters,Skin Care,Image,M 18-24,Testimonial,Paused,2025-05-25,9,156488.27,12706161.52,81.2,3090444,128240,4.15,8442,1.22,18.54,2.15,6.98,5.39,
AD-0761,ENDED_WIN,YouTube,Man Matters,Sexual Health,Carousel,F 25-34,Product Demo,Completed,2025-03-16,19,85936.66,22588284.12,262.85,2997386,122818,4.1,15192,0.7,5.66,6.77,1.94,6.72,
AD-0762,MONITOR,Meta,Be Bodywise,Weight Management,Reel,F 18-24,Product Demo,Active,2025-10-10,83,17981.73,791672.76,44.03,704301,15117,2.15,1356,1.19,13.26,9.11,9.99,4.36,6.55
AD-0763,ENDED_WIN,Instagram,Be Bodywise,Weight Management,Story,F 18-24,Testimonial,Paused,2025-03-14,82,150780.05,8010044.79,53.12,3705920,97969,2.64,9581,1.54,15.74,8.14,8.46,5.68,
AD-0764,ENDED_OK,Meta,Little Joys,Hair Care,Reel,F 25-34,Testimonial,Paused,2025-05-09,75,196636.09,2454916.72,12.48,6337578,77744,1.23,6520,2.53,30.16,2.94,3.49,1.52,9.86
AD-0765,SCALE,Google,Little Joys,Sexual Health,Carousel,M 25-34,UGC Style,Active,2025-08-09,59,89845.9,5448792.42,60.65,4492071,44719,1,3113,2.01,28.86,8.39,4.18,3.67,
AD-0766,MONITOR,Meta,Little Joys,Hair Care,Video,M 25-34,Lifestyle,Active,2025-06-11,32,15033.31,3224449.19,214.49,323942,16852,5.2,1640,0.89,9.17,7.53,8.45,1.58,9.7
AD-0767,SCALE,Meta,Man Matters,Wellness,Story,M 25-34,Lifestyle,Active,2025-03-01,56,96571.55,24448086.7,253.16,3120950,198251,6.35,15396,0.49,6.27,6.42,3.63,2.48,
AD-0768,ENDED_WIN,Google,Man Matters,Wellness,Story,M 18-24,Before/After,Paused,2025-05-23,13,18822.03,2369310.84,125.88,560594,25055,4.47,1481,0.75,12.71,3.59,8.18,6.89,
AD-0769,ENDED_WIN,Instagram,Be Bodywise,Hair Care,Video,M 25-34,Doctor Trust,Completed,2025-04-13,11,186700.22,8339766.13,44.67,5568529,132599,2.38,14196,1.41,13.15,9.29,4.85,6.19,62.7
AD-0770,ENDED_WIN,YouTube,Be Bodywise,Nutrition,Image,M 25-34,Infographic,Paused,2025-10-20,72,124581.35,25541816.71,205.02,2358424,188574,8,15157,0.66,8.22,2.57,9.91,5.86,
AD-0771,ENDED_WIN,Meta,Little Joys,Nutrition,Carousel,F 18-24,Infographic,Paused,2025-10-04,60,113418.27,48206050.68,425.03,5001876,342061,6.84,25125,0.33,4.51,4.65,1.98,5,
AD-0772,SCALE,Instagram,Little Joys,Nutrition,Image,M 18-24,Celebrity Endorsement,Active,2025-11-24,47,155584.68,11160877.9,71.74,2204475,95394,4.33,9867,1.63,15.77,2.66,4.3,2.92,
AD-0773,ENDED_OK,Google,Be Bodywise,Weight Management,Video,M 35-44,Lifestyle,Completed,2025-02-15,84,44282.24,613171.78,13.85,1141407,48925,4.29,554,0.91,79.93,1.63,7.96,4.89,54.43
AD-0774,ENDED_WIN,Instagram,Little Joys,Skin Care,Story,M 25-34,UGC Style,Paused,2025-09-26,68,186895,32525510.5,174.03,9018688,315446,3.5,30150,0.59,6.2,5.1,9.42,1.99,
AD-0775,SCALE,YouTube,Little Joys,Nutrition,Reel,F 25-34,Product Demo,Active,2025-07-21,85,113916.39,5466090.71,47.98,4842218,155726,3.22,9918,0.73,11.49,6.07,4.98,2.84,63.79
AD-0776,ENDED_WIN,Instagram,Be Bodywise,Sexual Health,Story,M 35-44,UGC Style,Paused,2025-08-08,4,44122.19,7898004.71,179,2163219,163382,7.55,17529,0.27,2.52,6.47,5.04,7.98,
AD-0777,ENDED_WIN,Meta,Little Joys,Sexual Health,Carousel,F 25-34,Product Demo,Completed,2025-08-07,38,60392.55,963235.07,15.95,2161821,14173,0.66,1547,4.26,39.04,4.15,6.41,7.47,
AD-0778,MONITOR,Meta,Little Joys,Hair Care,Video,M 35-44,Before/After,Active,2025-08-17,35,70931.9,1059162.85,14.93,2201096,66384,3.02,1715,1.07,41.36,1.98,9.68,5.61,30.88
AD-0779,SCALE,Meta,Man Matters,Skin Care,Carousel,M 25-34,Infographic,Active,2025-02-11,20,122444.4,10503536.49,85.78,2159250,149730,6.93,20092,0.82,6.09,8.15,5.06,3.78,
AD-0780,ENDED_WIN,Meta,Be Bodywise,Weight Management,Carousel,M 25-34,Infographic,Paused,2025-10-15,35,67456.41,27693368.16,410.54,2715722,179578,6.61,22213,0.38,3.04,5.03,1.5,5.67,
AD-0781,SCALE,YouTube,Be Bodywise,Weight Management,Carousel,M 25-34,Doctor Trust,Active,2025-10-20,55,156229.05,17397643.58,111.36,4224480,276849,6.55,15560,0.56,10.04,5.57,5.8,6.27,
AD-0782,SCALE,Google,Little Joys,Wellness,Story,M 25-34,Infographic,Active,2025-11-26,6,27049.43,798033.22,29.5,954661,17895,1.87,550,1.51,49.18,6.22,6.13,2.86,
AD-0783,ENDED_OK,YouTube,Be Bodywise,Skin Care,Story,M 25-34,UGC Style,Paused,2025-08-23,20,31831.81,249746.5,7.85,972024,41465,4.27,217,0.77,146.69,8.35,1.36,6.79,
AD-0784,ENDED_WIN,YouTube,Little Joys,Skin Care,Story,M 25-34,Testimonial,Completed,2025-06-13,5,140323.61,35710152.09,254.48,4022669,139197,3.46,19061,1.01,7.36,5.79,8.09,7.14,
AD-0785,ENDED_WIN,Google,Be Bodywise,Wellness,Story,F 35-44,Before/After,Completed,2025-02-27,26,137468.24,27637136.11,201.04,6708267,191442,2.85,21991,0.72,6.25,1.78,6.18,4.23,
AD-0786,ENDED_OK,YouTube,Little Joys,Weight Management,Carousel,F 35-44,Product Demo,Paused,2025-02-20,34,182261.2,2312050.83,12.69,5702847,372656,6.53,2642,0.49,68.99,7.19,4.94,3.62,
AD-0787,ENDED_OK,Meta,Man Matters,Nutrition,Story,M 25-34,UGC Style,Paused,2025-09-07,87,56452.44,429442.45,7.61,2181903,11858,0.54,902,4.76,62.59,1.09,8.58,7.99,
AD-0788,ENDED_OK,YouTube,Man Matters,Sexual Health,Reel,F 25-34,Testimonial,Paused,2025-05-15,7,70907.82,685038.42,9.66,2110306,19191,0.91,1559,3.69,45.48,4.72,3.29,7.67,18.95
AD-0789,ENDED_WIN,Meta,Little Joys,Wellness,Reel,F 35-44,Lifestyle,Paused,2025-03-20,20,135865.87,24629268.81,181.28,6678534,300195,4.49,16779,0.45,8.1,3.84,6.48,6.25,27.71
AD-0790,SCALE,Meta,Little Joys,Weight Management,Carousel,F 25-34,Celebrity Endorsement,Active,2025-05-24,71,98908.62,23186815.45,234.43,2695379,130207,4.83,18755,0.76,5.27,2.51,9.97,2.97,
AD-0791,ENDED_WIN,Instagram,Man Matters,Nutrition,Image,F 25-34,Product Demo,Completed,2025-11-27,49,163248.58,15249361.31,93.41,7091972,542211,7.65,33516,0.3,4.87,8.88,6.72,2.6,
AD-0792,ENDED_OK,YouTube,Be Bodywise,Skin Care,Carousel,M 25-34,Before/After,Completed,2025-08-24,75,11563.92,121167.36,10.48,102934,1600,1.55,206,7.23,56.14,6.64,2.96,1.95,
AD-0793,ENDED_LOSS,Instagram,Be Bodywise,Skin Care,Video,M 35-44,Product Demo,Completed,2025-04-27,22,130633.76,214350.98,1.64,1820382,26633,1.46,1043,4.9,125.25,5.36,6.96,5.22,31.87
AD-0794,ENDED_WIN,Google,Be Bodywise,Wellness,Carousel,M 18-24,Infographic,Paused,2025-02-27,37,148737.7,4024991.86,27.06,3259129,118044,3.62,2342,1.26,63.51,6.65,4.02,5.68,
AD-0795,ENDED_WIN,Instagram,Be Bodywise,Hair Care,Image,M 35-44,Before/After,Completed,2025-02-21,55,155567.54,25184946.19,161.89,6096941,114167,1.87,13262,1.36,11.73,3.05,1.49,5.79,
AD-0796,SCALE,Instagram,Be Bodywise,Weight Management,Image,F 25-34,Infographic,Active,2025-07-12,80,185476.09,6310437.34,34.02,4469315,127115,2.84,3159,1.46,58.71,6.82,1.28,3.12,
AD-0797,ENDED_WIN,Instagram,Be Bodywise,Hair Care,Carousel,F 25-34,UGC Style,Paused,2025-08-21,2,104398.78,5721723.49,54.81,599279,25280,4.22,3698,4.13,28.23,5.99,8.87,2.81,
AD-0798,ENDED_WIN,Meta,Be Bodywise,Nutrition,Carousel,M 18-24,Lifestyle,Completed,2025-04-14,6,89670.9,5805855.89,64.75,1487884,91638,6.16,5010,0.98,17.9,1.25,6.64,5.63,
AD-0799,ENDED_OK,Google,Man Matters,Skin Care,Carousel,M 25-34,Doctor Trust,Paused,2025-03-25,64,40327.3,331590.11,8.22,701088,37266,5.32,969,1.08,41.62,7.63,8.15,4.58,
AD-0800,ENDED_WIN,Meta,Be Bodywise,Hair Care,Image,F 35-44,Lifestyle,Completed,2025-03-16,64,67324.37,12269404.31,182.24,2335654,159059,6.81,10119,0.42,6.65,1.41,2.57,5.79,
